id,id_farmacia,id_client,name_client,product_id,product_name,quantity,price,total_price,date
434,14,147-96-8119,Marc Johnson,198,"Wearever Reusable Women's Super Incontinence Panty Beige, Beige",3,19.99,59.97,12-10-2022
435,9,486-44-5631,Brian Jimenez,58,Schmidt's Natural Deodorant Stick Sage + Vetiver,20,9.99,199.8,12-10-2022
436,0,503-08-5616,Shannon Cooper,173,Laci Le Beau Super Dieter's Tea Bags Cinnamon Spice,13,9.99,129.87,15-12-2022
437,6,544-83-8024,Joshua Jones,74,Michael Jordan Men's Cologne Aromatic,12,27.99,335.88,15-11-2022
438,4,876-76-6303,Rebecca Ferguson,9,"Johnson's Baby Tear-Free Bedtime Bath, Soothing Aromas",5,7.29,36.45,20-11-2022
439,2,175-01-2307,Jessica Peterson,169,Vicks Severe Medicated Drops,3,3.99,11.97,19-11-2022
440,13,332-83-0381,Marco David,187,StarKist Tuna Creations Hickory Smoked,25,6.0,150.0,29-10-2022
441,4,886-29-8133,Keith Brooks,8,Snow Regular Strength Whitening Wands Refill - Silver,18,19.99,359.82,24-10-2022
442,5,181-21-7049,Susan Schaefer,17,Finest Nutrition Ginkgo Biloba 120 mg Capsules,1,12.99,12.99,26-12-2022
443,10,435-06-0699,Anna Smith,56,Bourjois 1 Seconde 2ea 04 Taupe Classy,29,11.99,347.71,17-11-2022
444,10,402-21-2521,Jane Wallace,140,Studio 35 Dead Sea Mineral Face Mask,29,4.0,116.0,16-10-2022
445,6,381-73-2258,Michael James,108,"One A Day Prenatal 1 with DHA & Folic Acid, Softgels",1,34.99,34.99,25-09-2022
446,12,569-84-2672,Kathleen Ashley,94,think! Protein Bars Creamy Peanut Butter,0,11.99,0.0,27-10-2022
447,4,616-03-6453,Benjamin Fisher,0,"Waterpik Tip Storage Case with 6 Replacement Tips, TS-100E",1,15.99,15.99,08-12-2022
448,0,110-61-9168,Richard Brennan,152,Dove Dry Spray Antiperspirant Deodorant Clear Finish,27,8.49,229.23000000000002,11-10-2022
449,7,121-11-1335,Ronald Moore,149,Garnier Fructis Sleek & Shine Moroccan Sleek Oil Treatment for Frizzy Hair,4,5.29,21.16,22-09-2022
450,11,360-35-1496,Alexander Mcdonald,34,Boost High Protein Complete Nutritional Drink Chocolate Sensation,25,17.49,437.24999999999994,03-10-2022
451,1,037-10-4301,Gerald Moreno,155,Mueller Performance Sleeve Black,24,12.99,311.76,13-12-2022
452,1,854-26-9971,John Alexander,25,Aquaphor 3 in 1 Diaper Rash Cream,29,7.99,231.71,21-11-2022
453,6,121-11-1335,Ronald Moore,29,SlimFast Advanced Nutrition High Protein Smoothie Vanilla Cream,15,14.49,217.35,20-12-2022
454,13,125-20-9088,John Jacobs,128,Gun Oil H2O Water Based Lubricant Unscented,23,32.99,758.7700000000001,11-10-2022
455,8,758-05-4161,Lauren Parsons,35,Vichy Mineral Thermal Spa Water Spray from French Volcanoes,27,4.09,110.42999999999999,06-11-2022
456,11,320-73-0469,Chad Clark Jr.,130,Celeste Stein Box 8-15 mmhg Compression Sock Grey,4,5.99,23.96,30-09-2022
457,10,008-39-4585,Alexandra Williamson,8,Snow Regular Strength Whitening Wands Refill - Silver,23,19.99,459.77,29-11-2022
458,3,069-08-5652,Jenny Stafford,186,Walgreens Foundation Brush,25,3.99,99.75,07-11-2022
459,14,635-82-8656,Catherine Butler,135,"Tide +Downy Free, Liquid Laundry Detergent, Unscented",29,12.99,376.71,31-10-2022
460,8,667-42-8233,John Le,139,Gillette Sensor 2 Disposable Razors,12,6.79,81.48,29-10-2022
461,3,557-28-4898,William Bowen,177,Paul Mitchell Soft Sculpting Spray Gel,2,10.0,20.0,09-10-2022
462,9,356-30-1860,Amber Wallace,199,West Loop Sunglasses Brothers,30,12.99,389.7,05-11-2022
463,11,479-57-6026,Keith Jones,90,"Burt's Bees 100% Natural Origin Moisturizing Lip Balm Original Beeswax with Vitamin E & Peppermint Oil, Beeswax, 4 Tubes",16,9.59,153.44,06-11-2022
464,0,819-78-8966,Jill Carlson,0,"Waterpik Tip Storage Case with 6 Replacement Tips, TS-100E",4,15.99,63.96,22-10-2022
465,11,430-40-5436,Lori Mckenzie,167,Raid Essentials Multi-Insect Killer 29,28,9.49,265.72,07-10-2022
466,2,580-45-5915,Connor Rodriguez,125,Green Toys Scooper Construction Truck,23,16.99,390.77,20-11-2022
467,10,775-33-5075,Regina Gutierrez,70,Aussie Headstrong Volume Spray Hair Gel Maximum Hold,30,3.99,119.7,23-10-2022
468,13,781-65-1844,Haley Fuller,10,21st Century Acidophilus High-Potency Capsules,5,9.99,49.95,13-12-2022
469,5,149-55-3370,Lori Lee,51,Paul Mitchell Sculpting Gel,20,11.0,220.0,02-10-2022
470,8,615-94-1814,Kimberly Wood,37,Burt's Bees 3 in 1 Micellar Facial Cleanser Towelettes Rose Water,20,4.99,99.80000000000001,22-10-2022
471,5,644-56-4698,Russell Little,162,DevaCurl Super Cream Styler,3,27.99,83.97,08-12-2022
472,10,755-29-0067,Samantha Yang,90,"Burt's Bees 100% Natural Origin Moisturizing Lip Balm Original Beeswax with Vitamin E & Peppermint Oil, Beeswax, 4 Tubes",25,9.59,239.75,10-11-2022
473,12,758-05-4161,Lauren Parsons,70,Aussie Headstrong Volume Spray Hair Gel Maximum Hold,24,3.99,95.76,08-11-2022
474,8,898-97-7763,Robert Blair,8,Snow Regular Strength Whitening Wands Refill - Silver,20,19.99,399.79999999999995,01-11-2022
475,3,823-79-7106,Jerry Smith,8,Snow Regular Strength Whitening Wands Refill - Silver,30,19.99,599.6999999999999,25-12-2022
476,6,506-60-2828,Stephanie Silva,69,Bud's Best Peanut Butter n' Graham,24,1.0,24.0,31-12-2022
477,2,641-16-9522,Penny Moore,11,"Vicks VapoCOOL Severe, Medicated Drops",23,5.99,137.77,24-10-2022
478,11,355-25-3304,Nicholas Turner,85,Schmidt's Natural Deodorant Stick Sage + Vetiver,20,9.99,199.8,12-11-2022
479,0,431-75-8508,Betty Rivera,58,Schmidt's Natural Deodorant Stick Sage + Vetiver,20,9.99,199.8,28-12-2022
480,11,544-83-8024,Joshua Jones,64,RXBAR Minis Protein Bar Variety Pack,11,10.99,120.89,26-11-2022
481,10,505-02-4106,James Graham,43,Walgreens Hand Sanitizer Clear,15,4.79,71.85,15-10-2022
482,13,866-47-9446,Steven Cunningham,156,AXE Body Wash Black,18,5.49,98.82000000000001,29-09-2022
483,6,558-62-5616,April Jensen,177,Paul Mitchell Soft Sculpting Spray Gel,21,10.0,210.0,25-09-2022
484,4,267-08-8990,Anna Larsen,7,"essie nail polish, sunny business collection, any-fin goes",25,9.0,225.0,06-12-2022
485,2,591-75-1633,Paul Turner,44,Medline Deluxe Comfort Rollator,28,110.0,3080.0,10-11-2022
486,3,782-56-6377,Daniel Wong,140,Studio 35 Dead Sea Mineral Face Mask,26,4.0,104.0,15-10-2022
487,14,486-44-5631,Brian Jimenez,164,Attends Underpads,17,49.99,849.83,25-12-2022
488,13,644-56-4698,Russell Little,116,Foligain Stimulating Supplement for Thinning Hair,28,24.99,699.7199999999999,28-11-2022
489,10,514-31-5571,Tonya Torres,151,Baby Bum Bubble Bath Natural Fragrance,19,9.99,189.81,01-11-2022
490,13,129-43-9396,Christina Walker,93,West Loop Men's Thermal Set,3,15.99,47.97,27-12-2022
491,12,074-83-4933,Christopher Gordon,107,PetShoppe Retractable Pet Leash,11,9.99,109.89,13-10-2022
492,7,041-47-2947,John Avila,184,Walgreens Foundation Brush,21,3.99,83.79,22-12-2022
493,13,040-86-1587,Michael Mcneil,195,Tukol Severe Congestion & Cough Relief Liquid,19,10.99,208.81,21-09-2022
494,10,801-42-0576,Adrian Pratt,157,Sally Hansen Flirty Eyes Classic Eyelash Curler,23,3.99,91.77000000000001,22-11-2022
495,6,886-29-8133,Keith Brooks,41,Biore Deep Cleansing Charcoal Pore Strips,4,16.99,67.96,15-12-2022
496,6,668-14-1912,Brianna Howard,113,Raw Sugar Sensitive Skin Whipped Body Polish - Green Tea + Cucumber + Aloe Vera,26,14.99,389.74,23-12-2022
497,11,269-36-1813,Katrina Herrera,64,RXBAR Minis Protein Bar Variety Pack,2,10.99,21.98,18-12-2022
498,14,727-48-5878,Ian Morales,145,Walgreens Foundation Brush,0,3.99,0.0,28-10-2022
499,14,575-54-1109,Brian Jones,25,Aquaphor 3 in 1 Diaper Rash Cream,4,7.99,31.96,22-10-2022
